,CBA-WBC,CBA-ANZ,CBA-NAB,CBA-MQG,WBC-ANZ,WBC-NAB,WBC-MQG,ANZ-NAB,ANZ-MQG,NAB-MQG
2014-08-04,0.5109626636089046,0.5086224942674131,0.45408835817281623,0.20558441373455216,0.5057229124296131,0.5162023468526318,0.17676166854718,0.4046462791665093,0.24602638676148625,0.16387797502067203
2014-08-05,0.510028363984423,0.5030242313478902,0.44560675805494443,0.2074594954316984,0.5111048214472343,0.5230028465520203,0.17542065767769088,0.4076934911571608,0.25882335920937094,0.1529564363530378
2014-08-06,0.5092037208985951,0.503425984444237,0.444713577364899,0.20959667168434892,0.49588620087543533,0.5061988418875853,0.16920254407633428,0.4088711197035001,0.2614687769298307,0.14230892156125075
2014-08-07,0.5032086229663407,0.5144342338576443,0.44321916521210203,0.21542184170006706,0.4927185106902764,0.5003495342161115,0.16796089617150622,0.41251941445970497,0.266820713036227,0.14386080210372865
2014-08-08,0.5034470386729605,0.521102955547737,0.44030580430110877,0.21109131171014162,0.5039311375729892,0.5034694088402322,0.16983582644410067,0.41194266245054445,0.26140444554019127,0.14717166771122936
2014-08-11,0.49651461532290897,0.5235159176663816,0.4418956686062141,0.20183104309651023,0.494903601196939,0.4979052645526545,0.1751136082277691,0.4087635800226742,0.26110511802919134,0.15458402868635313
2014-08-12,0.526926735977939,0.5427779991752446,0.46733621373339385,0.21363586732165407,0.5113276134857865,0.5048641296243533,0.17779855893833219,0.42897268243615694,0.260845476379981,0.15727729730412587
2014-08-13,0.5043880132252566,0.5296630835121737,0.45620929688135914,0.20509752201825626,0.4966450211671928,0.4959337527681489,0.16782253301297545,0.43549143277484914,0.2639519664895712,0.15079847720800998
2014-08-14,0.48693038295323,0.5096366258080898,0.43104071577287595,0.18502825934798306,0.4703561975760965,0.4963650196594883,0.16780176629603982,0.4103246087603972,0.23861905115218218,0.14659112231320814
2014-08-15,0.48198851673881304,0.4976915328236078,0.41878471063648204,0.18512250125332286,0.45546727821492317,0.5007245341000174,0.16320005446079033,0.40479378011291345,0.2330720855300501,0.13767962698276714
2014-08-18,0.5050038650199927,0.5173852919687211,0.42476718843920847,0.18555706750045586,0.45177925580467304,0.4848768345061759,0.17108741505540692,0.390162224419622,0.23953714909162493,0.11769587239910617
2014-08-19,0.5137001441506941,0.5207216194990482,0.40532260096195605,0.18368322674461846,0.4553806761810384,0.47294023784690775,0.1849269857250022,0.38171189641071324,0.24087838958709407,0.10783336992494008
2014-08-20,0.5093947635128824,0.5093329516892136,0.3905807912621554,0.19258162493546904,0.43582842830146995,0.46118288277473063,0.19356363487263484,0.3790866171501186,0.2314502762656354,0.1108540973824017
2014-08-21,0.5135864943496653,0.5125025816822293,0.3858096496528195,0.18369096380756322,0.42889232127814214,0.4523671138410925,0.19589100052593533,0.36747525595588726,0.22331887459595623,0.11233879550908132
2014-08-22,0.5084926842032116,0.5171708120393977,0.388179836740454,0.180939011485723,0.41313977053856055,0.44461674689018094,0.21578629940322513,0.36381748405785697,0.21917010827074823,0.10392945924405406
2014-08-25,0.4928737937410381,0.5049622652519794,0.3876052819930643,0.1927228738764366,0.39723021465329855,0.452249201950669,0.22441993299104213,0.3680943379677166,0.24489575962573817,0.11572954805468383
2014-08-26,0.49534001887809087,0.5129150975957213,0.40330917870378513,0.19396518696802523,0.4105951816558324,0.45337523366324983,0.22632191883401598,0.3711207880232402,0.24094669103897282,0.11525835952502583
2014-08-27,0.49372967342381535,0.4984347671444269,0.4009551790004985,0.20161681082180416,0.41572284629024603,0.45492145273744056,0.2173037220290439,0.373359943321233,0.24699937894865687,0.11896643422873221
2014-08-28,0.4869960456778313,0.5028855508043716,0.3849490819335757,0.2077950218082827,0.4210761021128707,0.4255916288728998,0.2150830330464364,0.3577021572165776,0.2544708022177349,0.11019963614999617
2014-08-29,0.48070471791915725,0.5117377086441475,0.386844230372997,0.2049695055713867,0.42882836602732977,0.4292516974971896,0.2180580444942828,0.35922564051953076,0.2520967287496567,0.09680451557028391
2014-09-01,0.46846427437839466,0.5192276678534061,0.3780242541604415,0.20102807822608226,0.4186677427623757,0.4219509996025762,0.21904769588485684,0.3564809114767641,0.24798672042639347,0.09941148538250544
2014-09-02,0.4706000605251659,0.5220484169852856,0.3757973651330778,0.19577470937082264,0.4260650777606545,0.41910916191956027,0.22271107151677483,0.3426357276690317,0.26006852932841595,0.11079901373260514
2014-09-03,0.47224930308713253,0.5199013324916649,0.37913981241585204,0.20098650677028385,0.4338221228294463,0.42872432264222105,0.2147264933085291,0.3512083268216445,0.2552282665453822,0.12237560512311707
2014-09-04,0.4572381347813145,0.5148171500999261,0.3667043031152588,0.188501960552097,0.42288177119125225,0.42326464352000315,0.21652247065368235,0.33451819527923354,0.25741059452055715,0.12977603199446142
2014-09-05,0.47191643142872275,0.5129799322095528,0.3594692015939862,0.20899251954429876,0.43133206621946873,0.4302103671574353,0.22028461733302995,0.33865668274142824,0.2794007237424865,0.1357434950275458
2014-09-08,0.4648225716192034,0.5088431274380658,0.3542256627393293,0.20212663950047993,0.4230350344220525,0.43069365276456717,0.2102989673520157,0.32591551519686945,0.26346041245771246,0.13965925956426584
2014-09-09,0.47173001526257874,0.5120677248761503,0.3580306168410382,0.20231635016926575,0.43421982546994375,0.43344391967230567,0.19996246571620513,0.3229951975819191,0.2672296841295284,0.13315530426017252
2014-09-10,0.44243016428048754,0.48736251897573013,0.3251098630096011,0.1918669902687049,0.40051070426861746,0.41894293635827184,0.1801511857005158,0.32437008677517787,0.25552702942381167,0.13395113603080033
2014-09-11,0.42563033543362283,0.4872039416818683,0.3110725545116424,0.18024295544850966,0.40235675937712123,0.41370830914249446,0.18303570201376385,0.321598220862393,0.24525416131641609,0.1325676802516944
2014-09-12,0.43171470406019985,0.5021643997724431,0.31187550662854246,0.17635156769957017,0.4145569487579073,0.4099719096786423,0.18440339800368766,0.3184180911592118,0.2432888369108135,0.12850228345278025
2014-09-15,0.4462505466899003,0.5286258018341549,0.3322976144321982,0.18297259486513506,0.4433225965679457,0.42418889470721777,0.19041031942132935,0.34738357565426503,0.23463657732958043,0.1283626399100728
2014-09-16,0.4579079674067982,0.531757573571986,0.3360133003976785,0.1787913953755389,0.4416638071291916,0.4243355062351786,0.16294237424156965,0.34550421833652,0.21430079524843904,0.1221469642110724
2014-09-17,0.46719346092884595,0.5454462793289088,0.3550034653393337,0.1666921678946247,0.44266104250945826,0.4407174027376224,0.150951241971653,0.34252952827552396,0.2035421470856802,0.12569091805042887
2014-09-18,0.4638613749812488,0.5449509241877107,0.3506502285857117,0.1592249703471642,0.44310157840552766,0.4477823432820697,0.1581887796741661,0.3437329695263581,0.19983133370506567,0.12045662474976226
2014-09-19,0.4716305752126255,0.542347867246237,0.35365692135509874,0.15590821920030407,0.4341125976180398,0.4357046333139475,0.15769039380712546,0.3530364524671883,0.19633443360612923,0.12211588477314717
2014-09-22,0.48810364623584845,0.5619092500053178,0.36150480981185285,0.15923451202558714,0.4492233870494504,0.445586912610649,0.16584243690992517,0.375727557841547,0.18094327506294383,0.13267083925975043
2014-09-23,0.49433366438813464,0.5707100693311513,0.37278085355019386,0.1693064264221793,0.46200099250906246,0.46424782855669067,0.1763324287907413,0.38671998166580945,0.18688563307502348,0.13975574994286588
2014-09-24,0.5009448770090023,0.5786765360051309,0.3918413447689959,0.16976805410186002,0.4675993082725902,0.4752862439140759,0.17501197047643768,0.4007751825079511,0.19578130105707392,0.13298373520181905
2014-09-25,0.48012328812140503,0.5632802282368,0.3956839133831821,0.18894229768397341,0.47385810708096543,0.45759817273826997,0.186815201378846,0.403386296104295,0.21350643789194867,0.1382850307848802
2014-09-26,0.4751894332589207,0.5654541970112897,0.3937876666079182,0.20023162014761797,0.47306595791825634,0.4621952612765807,0.1919720736848307,0.4166824344727311,0.22462644935709308,0.15049470068626314
2014-09-29,0.4770939957554774,0.5834912715795179,0.40386277050220565,0.21087575992740248,0.47302570583807024,0.4653814442061419,0.19329539126237782,0.43599015567643873,0.221857974261656,0.1411969265146964
2014-09-30,0.491318521772908,0.6115452818779451,0.4119004499869281,0.2205480116474532,0.49528234535794435,0.4614580810719848,0.1954584304903355,0.43421566059874483,0.2197628795733726,0.15359674614866914
2014-10-01,0.48570691221026896,0.627211818571839,0.4232655911424146,0.2067145011703908,0.4944075667557114,0.4692551493645124,0.18891371619287,0.4318973869697784,0.23130346967139603,0.1515970758709042
2014-10-02,0.4946767303134284,0.6316698605308829,0.4260084798714938,0.20594208585468343,0.49138958604200733,0.4664398634934367,0.19461218113874157,0.4328615886392655,0.23124542824366467,0.15685329747725474
2014-10-03,0.4911520884521986,0.6228784095793585,0.4198662196913564,0.19717906292249543,0.4892205934538668,0.47129547442881325,0.18617460295809507,0.43735191528337225,0.22977338987159612,0.15507073003635496
2014-10-06,0.48435244035998215,0.6201368287631284,0.4351491616131672,0.19348633298784157,0.4869705857737687,0.48583888282479193,0.19085345046253233,0.44931585888006265,0.22985288073264187,0.15491748982489262
2014-10-07,0.49041356296568506,0.6210200571409874,0.4506173960961952,0.1971407904243705,0.4931832863813762,0.4823893779431304,0.18819264183110307,0.45278511254537146,0.22412329280584098,0.15991261317078376
2014-10-08,0.4846524185069474,0.6211997146700238,0.44066546544903396,0.20618263396482517,0.49519771927688727,0.48454631021055206,0.18432301198891232,0.45657993132509544,0.2311385809966071,0.16585244008001476
2014-10-09,0.5044272437330944,0.6456112943137041,0.4483380836311329,0.24050334498557246,0.522501620571168,0.4987829472004751,0.1986362202763423,0.4660736473067829,0.24294292019230457,0.1759906312535806
